,FCR,Length,method,Thresholding_type
389,0.011666666666666714,8.673988164260939,ACP,T-test
390,0.10513447432762835,1.1906237904110963,SCOP,T-cal
391,0.02941176470588236,4.712567052282871,OCP,T-cal
392,0.009803921568627416,10.036694373965794,ACP,T-cal
393,0.08509189925119132,2.5875002227507014,SCOP,T-pos
394,0.04155313351498635,4.712567052282871,OCP,T-pos
395,0.027929155313351495,5.6242307366393876,ACP,T-pos
396,0.09983361064891849,0.7414773436645764,SCOP,T-test
397,0.03166666666666662,4.3763886918025054,OCP,T-test
398,0.01666666666666672,7.839787535529653,ACP,T-test
399,0.11247443762781184,0.7653124355282273,SCOP,T-cal
400,0.0348360655737705,4.3763886918025054,OCP,T-cal
401,0.018442622950819665,8.353739659709913,ACP,T-cal
402,0.1141141141141141,1.693246130366309,SCOP,T-pos
403,0.054845980465815125,4.3763886918025054,OCP,T-pos
404,0.0465815176558978,5.347204884554785,ACP,T-pos
405,0.08319467554076543,0.8555166804590725,SCOP,T-test
406,0.020000000000000018,4.404967990483931,OCP,T-test
407,0.011666666666666714,8.099917399040073,ACP,T-test
408,0.05524861878453036,0.90750071418089,SCOP,T-cal
409,0.005540166204986097,4.404967990483931,OCP,T-cal
410,0.005540166204986097,10.073138468271972,ACP,T-cal
411,0.1097804391217565,2.37660171560818,SCOP,T-pos
412,0.05525965379494013,4.404967990483931,OCP,T-pos
413,0.04127829560585883,5.25543958466015,ACP,T-pos
414,0.08652246256239604,1.5158442644945989,SCOP,T-test
415,0.036666666666666625,4.580585613116002,OCP,T-test
416,0.018333333333333313,8.363288237568257,ACP,T-test
417,0.08915304606240715,1.5193928070428762,SCOP,T-cal
418,0.03720238095238093,4.580585613116002,OCP,T-cal
419,0.02083333333333337,7.898023922180085,ACP,T-cal
420,0.10487444608567209,1.7121660561953636,SCOP,T-pos
421,0.049519586104951996,4.580585613116002,OCP,T-pos
422,0.031781226903178084,5.661603644383655,ACP,T-pos
423,0.11647254575707155,0.7428860663808398,SCOP,T-test
424,0.011666666666666714,4.88287469290559,OCP,T-test
425,0.0050000000000000044,8.523226966232428,ACP,T-test
426,0.09742647058823528,0.7840435286694124,SCOP,T-cal
427,0.009208103130755041,4.88287469290559,OCP,T-cal
428,0.0036832412523020164,8.71592561282254,ACP,T-cal
429,0.09855072463768111,0.8427940433964445,SCOP,T-pos
430,0.025145067698259194,4.88287469290559,OCP,T-pos
431,0.012572533849129597,6.940983210140216,ACP,T-pos
432,0.11314475873544094,1.3945151984303283,SCOP,T-test
433,0.033333333333333326,4.621822978107176,OCP,T-test
434,0.01666666666666672,7.651806709121238,ACP,T-test
435,0.1143451143451143,1.3598179072634695,SCOP,T-cal
436,0.027083333333333348,4.621822978107176,OCP,T-cal
437,0.01041666666666663,8.367551754701886,ACP,T-cal
438,0.09622411693057242,3.34742088953617,SCOP,T-pos
439,0.05728214503351614,4.621822978107176,OCP,T-pos
440,0.0481413772090189,5.143628206540102,ACP,T-pos
441,0.09317803660565727,0.5566871841015288,SCOP,T-test
442,0.018333333333333313,4.433915251907914,OCP,T-test
443,0.008333333333333304,8.075761944363585,ACP,T-test
444,0.07222222222222219,0.599802691052837,SCOP,T-cal
445,0.0,4.433915251907914,OCP,T-cal
446,0.0,12.725987481892844,ACP,T-cal
447,0.091796875,0.512686679723379,SCOP,T-pos
448,0.009784735812133127,4.433915251907914,OCP,T-pos
449,0.003913894324853229,8.774273759704611,ACP,T-pos
450,0.10482529118136441,0.7460302577913345,SCOP,T-test
451,0.015000000000000013,4.436129504938696,OCP,T-test
